index,output
366,5.476797741172508
367,5.4782516976717845
368,5.4797056541710605
369,5.481159610670336
370,5.482613567169613
371,5.484067523668889
372,5.485521480168165
373,5.486975436667442
374,5.488429393166718
375,5.489883349665995
376,5.491337306165271
377,5.4927912626645465
378,5.494245219163823
379,5.495699175663099
380,5.497153132162376
381,5.498607088661652
382,5.500061045160928
383,5.501515001660205
384,5.502968958159481
385,5.5044229146587575
386,5.5058768711580335
387,5.507330827657309
388,5.508784784156586
389,5.510238740655862
390,5.511692697155138
391,5.513146653654415
392,5.514600610153691
393,5.516054566652968
394,5.517508523152244
395,5.5189624796515195
396,5.520416436150796
397,5.521870392650072
398,5.523324349149348
399,5.524778305648625
400,5.526232262147901
401,5.527686218647178
402,5.529140175146454
403,5.53059413164573
404,5.5320480881450065
405,5.533502044644282
406,5.534956001143559
407,5.536409957642835
408,5.537863914142111
409,5.539317870641388
410,5.540771827140664
411,5.54222578363994
412,5.543679740139217
413,5.5451336966384925
414,5.5465876531377685
415,5.548041609637045
416,5.549495566136321
417,5.550949522635598
418,5.552403479134874
419,5.55385743563415
420,5.555311392133427
421,5.556765348632703
422,5.5582193051319795
423,5.559673261631255
424,5.561127218130531
425,5.562581174629808
426,5.564035131129084
427,5.565489087628361
428,5.566943044127637
429,5.568397000626913
430,5.56985095712619
431,5.5713049136254655
432,5.5727588701247415
433,5.574212826624018
434,5.575666783123294
435,5.57712073962257
436,5.578574696121847
437,5.580028652621123
438,5.5814826091204
439,5.582936565619676
440,5.584390522118952
441,5.585844478618228
442,5.587298435117504
443,5.588752391616781
444,5.590206348116057
445,5.591660304615333
446,5.59311426111461
447,5.594568217613886
448,5.596022174113163
449,5.5974761306124385
450,5.5989300871117145
451,5.600384043610991
452,5.601838000110267
453,5.603291956609543
454,5.60474591310882
455,5.606199869608096
456,5.607653826107372
457,5.609107782606649
458,5.610561739105925
459,5.612015695605201
460,5.613469652104477
461,5.614923608603753
462,5.61637756510303
463,5.617831521602306
464,5.619285478101583
465,5.620739434600859
466,5.622193391100135
467,5.6236473475994115
468,5.6251013040986875
469,5.626555260597963
470,5.62800921709724
471,5.629463173596516
472,5.630917130095792
473,5.632371086595069
474,5.633825043094345
475,5.635278999593622
476,5.636732956092898
477,5.6381869125921735
478,5.63964086909145
479,5.641094825590726
480,5.642548782090003
481,5.644002738589279
482,5.645456695088555
483,5.646910651587832
484,5.648364608087108
485,5.6498185645863845
486,5.6512725210856605
487,5.652726477584936
488,5.654180434084213
489,5.655634390583489
490,5.657088347082765
491,5.658542303582042
492,5.659996260081318
493,5.661450216580595
494,5.662904173079871
495,5.6643581295791465
496,5.665812086078423
497,5.667266042577699
498,5.668719999076975
499,5.670173955576252
500,5.671627912075528
