35,-11.863787206155886
36,-12.201902700293246
37,-12.540018194430607
38,-12.878133688567965
39,-13.216249182705326
40,-13.554364676842686
41,-13.892480170980045
42,-14.230595665117406
43,-14.568711159254766
44,-14.906826653392127
45,-15.244942147529486
46,-15.583057641666846
47,-15.921173135804207
48,-16.259288629941565
49,-16.597404124078928
50,-16.935519618216286
51,-17.273635112353645
52,-17.611750606491007
53,-17.949866100628366
54,-18.287981594765725
55,-18.626097088903087
56,-18.964212583040446
57,-19.302328077177805
58,-19.640443571315167
59,-19.978559065452526
60,-20.316674559589888
61,-20.654790053727247
62,-20.992905547864606
63,-21.331021042001968
64,-21.669136536139327
65,-22.007252030276685
66,-22.345367524414048
67,-22.683483018551406
68,-23.021598512688765
69,-23.359714006826128
