index,output
400,4.959264512288659
401,4.919980193749447
402,5.547087259660051
403,6.2688648099157005
404,6.423488821655896
405,5.868600069899301
406,5.115099743594659
407,4.8594851398308085
408,5.342803665327695
409,6.126233890942021
410,6.492198694844257
411,6.104377781871017
412,5.319553890094508
413,4.862160225560479
414,5.158384176124111
415,5.941916644594839
416,6.496040457497134
417,6.312015768492159
418,5.558961789346737
419,4.931252281648375
420,5.011078151582287
421,5.731345444275439
422,6.434408034940529
423,6.475351592936529
424,5.816416128590103
425,5.064676693626493
426,4.915613372422772
427,5.512575748500272
428,6.312071791230072
429,6.58141504982526
430,6.073068310688045
431,5.2550377974335705
432,4.882911390114679
433,5.30487305027536
434,6.138937239610437
435,6.621586023490789
436,6.309625914886257
437,5.490089023912695
438,4.919082142992116
439,5.127160897274709
440,5.92937265807405
441,6.592424551400734
442,6.507927784767799
443,5.753606412633424
444,5.024788711471619
445,4.996454990888584
446,5.70114987687211
447,6.496095548003867
448,6.652468224651918
449,6.026614039944198
450,5.195044647468029
451,4.926412759962527
452,5.47407581480376
453,6.340342351191719
454,6.731742715088776
455,6.2888690786197605
456,5.419471959594732
457,4.926121514228428
458,5.268420012995509
459,6.137999568189601
460,6.7392991429191555
461,6.520490305184844
462,5.683010294367901
463,4.999231582521613
464,5.103263002421686
465,5.906073697398283
466,6.674400068489131
467,6.703599056370134
468,5.967030182312374
469,5.1435148785562
470,4.994900018466836
471,5.664456556865384
472,6.542231461052223
473,6.8238373581735114
474,6.250768555220478
475,5.350896059437977
476,4.955433303015418
477,5.434368577638336
478,6.3536293263890515
479,6.871634812224642
480,6.5129760452135965
481,5.607965451374671
482,4.991673863444773
483,5.2366537487138025
484,6.124334871806376
485,6.843113510878113
486,6.733645374438151
487,5.8969432669393775
488,5.104450862739632
489,5.090063204117079
490,5.873828113552631
491,6.740547541152125
492,6.895680310835763
493,6.197026588649634
494,5.2883954478096085
495,5.009668640927653
496,5.6238258671921715
497,6.572328477616969
498,6.98636625253571
499,6.486017342833293
500,5.532228194677524
