211,161811.0
212,164664.0
213,165900.0
214,169790.0
215,168684.0
216,161581.0
217,165522.0
218,171491.0
219,178092.0
220,180219.0
221,176844.0
222,179993.0
223,168423.0
224,164615.0
225,163325.0
226,164916.0
227,165008.0
228,175864.0
229,157974.0
230,152937.0
231,149583.0
232,148825.0
233,144351.0
234,152674.0
235,155107.0
236,155950.0
237,155567.0
238,158637.0
239,151602.0
240,154576.0
241,151699.0
242,148817.0
243,149097.0
244,146746.0
245,150378.0
246,143808.0
247,145052.0
248,144788.0
249,147746.0
250,148858.0
251,144162.0
252,147261.0
253,147052.0
254,147963.0
255,147657.0
256,144103.0
257,141993.0
258,128639.0
259,134499.0
260,122124.0
261,127781.0
262,124966.0
263,114486.0
